id,CROP_ID,CROP,input_level,SQI_code,PSCL,PSCL_ID,DrainNum,Drain,score,drainage_id,drainage_req_text
1638,23,Rape,5,4,C,1,7,E,100,HI_DR7_TXT1,Coarse textures - Drainage level Excessive
1639,24,Groundnut,1,4,F,3,1,V,10,LI_DR1_TXT3,Fine textures - Drainage level Very Poor
1640,24,Groundnut,1,4,F,3,2,P,30,LI_DR2_TXT3,Fine textures - Drainage level Poor
1641,24,Groundnut,1,4,F,3,3,I,70,LI_DR3_TXT3,Fine textures - Drainage level Imperfectly
1642,24,Groundnut,1,4,F,3,4,M,90,LI_DR4_TXT3,Fine textures - Drainage level Moderately well
1643,24,Groundnut,1,4,F,3,5,W,100,LI_DR5_TXT3,Fine textures - Drainage level Well
1644,24,Groundnut,1,4,F,3,6,S,100,LI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1645,24,Groundnut,1,4,F,3,7,E,100,LI_DR7_TXT3,Fine textures - Drainage level Excessive
1646,24,Groundnut,1,4,M,2,1,V,10,LI_DR1_TXT2,Medium textures - Drainage level Very Poor
1647,24,Groundnut,1,4,M,2,2,P,30,LI_DR2_TXT2,Medium textures - Drainage level Poor
1648,24,Groundnut,1,4,M,2,3,I,70,LI_DR3_TXT2,Medium textures - Drainage level Imperfectly
1649,24,Groundnut,1,4,M,2,4,M,90,LI_DR4_TXT2,Medium textures - Drainage level Moderately well
1650,24,Groundnut,1,4,M,2,5,W,100,LI_DR5_TXT2,Medium textures - Drainage level Well
1651,24,Groundnut,1,4,M,2,6,S,100,LI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1652,24,Groundnut,1,4,M,2,7,E,100,LI_DR7_TXT2,Medium textures - Drainage level Excessive
1653,24,Groundnut,1,4,C,1,1,V,10,LI_DR1_TXT1,Coarse textures - Drainage level Very Poor
1654,24,Groundnut,1,4,C,1,2,P,30,LI_DR2_TXT1,Coarse textures - Drainage level Poor
1655,24,Groundnut,1,4,C,1,3,I,70,LI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1656,24,Groundnut,1,4,C,1,4,M,90,LI_DR4_TXT1,Coarse textures - Drainage level Moderately well
1657,24,Groundnut,1,4,C,1,5,W,100,LI_DR5_TXT1,Coarse textures - Drainage level Well
1658,24,Groundnut,1,4,C,1,6,S,100,LI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1659,24,Groundnut,1,4,C,1,7,E,100,LI_DR7_TXT1,Coarse textures - Drainage level Excessive
1660,24,Groundnut,2,4,F,3,1,V,10,II_DR1_TXT3,Fine textures - Drainage level Very Poor
1661,24,Groundnut,2,4,F,3,2,P,30,II_DR2_TXT3,Fine textures - Drainage level Poor
1662,24,Groundnut,2,4,F,3,3,I,70,II_DR3_TXT3,Fine textures - Drainage level Imperfectly
1663,24,Groundnut,2,4,F,3,4,M,90,II_DR4_TXT3,Fine textures - Drainage level Moderately well
1664,24,Groundnut,2,4,F,3,5,W,100,II_DR5_TXT3,Fine textures - Drainage level Well
1665,24,Groundnut,2,4,F,3,6,S,100,II_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1666,24,Groundnut,2,4,F,3,7,E,100,II_DR7_TXT3,Fine textures - Drainage level Excessive
1667,24,Groundnut,2,4,M,2,1,V,10,II_DR1_TXT2,Medium textures - Drainage level Very Poor
1668,24,Groundnut,2,4,M,2,2,P,30,II_DR2_TXT2,Medium textures - Drainage level Poor
1669,24,Groundnut,2,4,M,2,3,I,70,II_DR3_TXT2,Medium textures - Drainage level Imperfectly
1670,24,Groundnut,2,4,M,2,4,M,90,II_DR4_TXT2,Medium textures - Drainage level Moderately well
1671,24,Groundnut,2,4,M,2,5,W,100,II_DR5_TXT2,Medium textures - Drainage level Well
1672,24,Groundnut,2,4,M,2,6,S,100,II_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1673,24,Groundnut,2,4,M,2,7,E,100,II_DR7_TXT2,Medium textures - Drainage level Excessive
1674,24,Groundnut,2,4,C,1,1,V,10,II_DR1_TXT1,Coarse textures - Drainage level Very Poor
1675,24,Groundnut,2,4,C,1,2,P,30,II_DR2_TXT1,Coarse textures - Drainage level Poor
1676,24,Groundnut,2,4,C,1,3,I,70,II_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1677,24,Groundnut,2,4,C,1,4,M,90,II_DR4_TXT1,Coarse textures - Drainage level Moderately well
1678,24,Groundnut,2,4,C,1,5,W,100,II_DR5_TXT1,Coarse textures - Drainage level Well
1679,24,Groundnut,2,4,C,1,6,S,100,II_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1680,24,Groundnut,2,4,C,1,7,E,100,II_DR7_TXT1,Coarse textures - Drainage level Excessive
1681,24,Groundnut,5,4,F,3,1,V,90,HI_DR1_TXT3,Fine textures - Drainage level Very Poor
1682,24,Groundnut,5,4,F,3,2,P,100,HI_DR2_TXT3,Fine textures - Drainage level Poor
1683,24,Groundnut,5,4,F,3,3,I,100,HI_DR3_TXT3,Fine textures - Drainage level Imperfectly
1684,24,Groundnut,5,4,F,3,4,M,100,HI_DR4_TXT3,Fine textures - Drainage level Moderately well
1685,24,Groundnut,5,4,F,3,5,W,100,HI_DR5_TXT3,Fine textures - Drainage level Well
1686,24,Groundnut,5,4,F,3,6,S,100,HI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1687,24,Groundnut,5,4,F,3,7,E,100,HI_DR7_TXT3,Fine textures - Drainage level Excessive
1688,24,Groundnut,5,4,M,2,1,V,90,HI_DR1_TXT2,Medium textures - Drainage level Very Poor
1689,24,Groundnut,5,4,M,2,2,P,100,HI_DR2_TXT2,Medium textures - Drainage level Poor
1690,24,Groundnut,5,4,M,2,3,I,100,HI_DR3_TXT2,Medium textures - Drainage level Imperfectly
1691,24,Groundnut,5,4,M,2,4,M,100,HI_DR4_TXT2,Medium textures - Drainage level Moderately well
1692,24,Groundnut,5,4,M,2,5,W,100,HI_DR5_TXT2,Medium textures - Drainage level Well
1693,24,Groundnut,5,4,M,2,6,S,100,HI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1694,24,Groundnut,5,4,M,2,7,E,100,HI_DR7_TXT2,Medium textures - Drainage level Excessive
1695,24,Groundnut,5,4,C,1,1,V,90,HI_DR1_TXT1,Coarse textures - Drainage level Very Poor
1696,24,Groundnut,5,4,C,1,2,P,100,HI_DR2_TXT1,Coarse textures - Drainage level Poor
1697,24,Groundnut,5,4,C,1,3,I,100,HI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1698,24,Groundnut,5,4,C,1,4,M,100,HI_DR4_TXT1,Coarse textures - Drainage level Moderately well
1699,24,Groundnut,5,4,C,1,5,W,100,HI_DR5_TXT1,Coarse textures - Drainage level Well
1700,24,Groundnut,5,4,C,1,6,S,100,HI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1701,24,Groundnut,5,4,C,1,7,E,100,HI_DR7_TXT1,Coarse textures - Drainage level Excessive
1702,25,Sunflower,1,4,F,3,1,V,10,LI_DR1_TXT3,Fine textures - Drainage level Very Poor
1703,25,Sunflower,1,4,F,3,2,P,50,LI_DR2_TXT3,Fine textures - Drainage level Poor
1704,25,Sunflower,1,4,F,3,3,I,90,LI_DR3_TXT3,Fine textures - Drainage level Imperfectly
1705,25,Sunflower,1,4,F,3,4,M,100,LI_DR4_TXT3,Fine textures - Drainage level Moderately well
1706,25,Sunflower,1,4,F,3,5,W,100,LI_DR5_TXT3,Fine textures - Drainage level Well
1707,25,Sunflower,1,4,F,3,6,S,100,LI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1708,25,Sunflower,1,4,F,3,7,E,100,LI_DR7_TXT3,Fine textures - Drainage level Excessive
1709,25,Sunflower,1,4,M,2,1,V,10,LI_DR1_TXT2,Medium textures - Drainage level Very Poor
1710,25,Sunflower,1,4,M,2,2,P,50,LI_DR2_TXT2,Medium textures - Drainage level Poor
1711,25,Sunflower,1,4,M,2,3,I,90,LI_DR3_TXT2,Medium textures - Drainage level Imperfectly
1712,25,Sunflower,1,4,M,2,4,M,100,LI_DR4_TXT2,Medium textures - Drainage level Moderately well
1713,25,Sunflower,1,4,M,2,5,W,100,LI_DR5_TXT2,Medium textures - Drainage level Well
1714,25,Sunflower,1,4,M,2,6,S,100,LI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1715,25,Sunflower,1,4,M,2,7,E,100,LI_DR7_TXT2,Medium textures - Drainage level Excessive
1716,25,Sunflower,1,4,C,1,1,V,10,LI_DR1_TXT1,Coarse textures - Drainage level Very Poor
1717,25,Sunflower,1,4,C,1,2,P,50,LI_DR2_TXT1,Coarse textures - Drainage level Poor
1718,25,Sunflower,1,4,C,1,3,I,90,LI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1719,25,Sunflower,1,4,C,1,4,M,100,LI_DR4_TXT1,Coarse textures - Drainage level Moderately well
1720,25,Sunflower,1,4,C,1,5,W,100,LI_DR5_TXT1,Coarse textures - Drainage level Well
1721,25,Sunflower,1,4,C,1,6,S,100,LI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1722,25,Sunflower,1,4,C,1,7,E,100,LI_DR7_TXT1,Coarse textures - Drainage level Excessive
1723,25,Sunflower,2,4,F,3,1,V,10,II_DR1_TXT3,Fine textures - Drainage level Very Poor
1724,25,Sunflower,2,4,F,3,2,P,50,II_DR2_TXT3,Fine textures - Drainage level Poor
1725,25,Sunflower,2,4,F,3,3,I,90,II_DR3_TXT3,Fine textures - Drainage level Imperfectly
1726,25,Sunflower,2,4,F,3,4,M,100,II_DR4_TXT3,Fine textures - Drainage level Moderately well
1727,25,Sunflower,2,4,F,3,5,W,100,II_DR5_TXT3,Fine textures - Drainage level Well
1728,25,Sunflower,2,4,F,3,6,S,100,II_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1729,25,Sunflower,2,4,F,3,7,E,100,II_DR7_TXT3,Fine textures - Drainage level Excessive
1730,25,Sunflower,2,4,M,2,1,V,10,II_DR1_TXT2,Medium textures - Drainage level Very Poor
1731,25,Sunflower,2,4,M,2,2,P,50,II_DR2_TXT2,Medium textures - Drainage level Poor
1732,25,Sunflower,2,4,M,2,3,I,90,II_DR3_TXT2,Medium textures - Drainage level Imperfectly
1733,25,Sunflower,2,4,M,2,4,M,100,II_DR4_TXT2,Medium textures - Drainage level Moderately well
1734,25,Sunflower,2,4,M,2,5,W,100,II_DR5_TXT2,Medium textures - Drainage level Well
1735,25,Sunflower,2,4,M,2,6,S,100,II_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1736,25,Sunflower,2,4,M,2,7,E,100,II_DR7_TXT2,Medium textures - Drainage level Excessive
1737,25,Sunflower,2,4,C,1,1,V,10,II_DR1_TXT1,Coarse textures - Drainage level Very Poor
1738,25,Sunflower,2,4,C,1,2,P,50,II_DR2_TXT1,Coarse textures - Drainage level Poor
1739,25,Sunflower,2,4,C,1,3,I,90,II_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1740,25,Sunflower,2,4,C,1,4,M,100,II_DR4_TXT1,Coarse textures - Drainage level Moderately well
1741,25,Sunflower,2,4,C,1,5,W,100,II_DR5_TXT1,Coarse textures - Drainage level Well
1742,25,Sunflower,2,4,C,1,6,S,100,II_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1743,25,Sunflower,2,4,C,1,7,E,100,II_DR7_TXT1,Coarse textures - Drainage level Excessive
1744,25,Sunflower,5,4,F,3,1,V,90,HI_DR1_TXT3,Fine textures - Drainage level Very Poor
1745,25,Sunflower,5,4,F,3,2,P,100,HI_DR2_TXT3,Fine textures - Drainage level Poor
1746,25,Sunflower,5,4,F,3,3,I,100,HI_DR3_TXT3,Fine textures - Drainage level Imperfectly
1747,25,Sunflower,5,4,F,3,4,M,100,HI_DR4_TXT3,Fine textures - Drainage level Moderately well
1748,25,Sunflower,5,4,F,3,5,W,100,HI_DR5_TXT3,Fine textures - Drainage level Well
1749,25,Sunflower,5,4,F,3,6,S,100,HI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1750,25,Sunflower,5,4,F,3,7,E,100,HI_DR7_TXT3,Fine textures - Drainage level Excessive
1751,25,Sunflower,5,4,M,2,1,V,90,HI_DR1_TXT2,Medium textures - Drainage level Very Poor
1752,25,Sunflower,5,4,M,2,2,P,100,HI_DR2_TXT2,Medium textures - Drainage level Poor
1753,25,Sunflower,5,4,M,2,3,I,100,HI_DR3_TXT2,Medium textures - Drainage level Imperfectly
1754,25,Sunflower,5,4,M,2,4,M,100,HI_DR4_TXT2,Medium textures - Drainage level Moderately well
1755,25,Sunflower,5,4,M,2,5,W,100,HI_DR5_TXT2,Medium textures - Drainage level Well
1756,25,Sunflower,5,4,M,2,6,S,100,HI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1757,25,Sunflower,5,4,M,2,7,E,100,HI_DR7_TXT2,Medium textures - Drainage level Excessive
1758,25,Sunflower,5,4,C,1,1,V,90,HI_DR1_TXT1,Coarse textures - Drainage level Very Poor
1759,25,Sunflower,5,4,C,1,2,P,100,HI_DR2_TXT1,Coarse textures - Drainage level Poor
1760,25,Sunflower,5,4,C,1,3,I,100,HI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1761,25,Sunflower,5,4,C,1,4,M,100,HI_DR4_TXT1,Coarse textures - Drainage level Moderately well
1762,25,Sunflower,5,4,C,1,5,W,100,HI_DR5_TXT1,Coarse textures - Drainage level Well
1763,25,Sunflower,5,4,C,1,6,S,100,HI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1764,25,Sunflower,5,4,C,1,7,E,100,HI_DR7_TXT1,Coarse textures - Drainage level Excessive
1765,26,Oil_Palm,1,4,F,3,1,V,10,LI_DR1_TXT3,Fine textures - Drainage level Very Poor
1766,26,Oil_Palm,1,4,F,3,2,P,50,LI_DR2_TXT3,Fine textures - Drainage level Poor
1767,26,Oil_Palm,1,4,F,3,3,I,90,LI_DR3_TXT3,Fine textures - Drainage level Imperfectly
1768,26,Oil_Palm,1,4,F,3,4,M,100,LI_DR4_TXT3,Fine textures - Drainage level Moderately well
1769,26,Oil_Palm,1,4,F,3,5,W,100,LI_DR5_TXT3,Fine textures - Drainage level Well
1770,26,Oil_Palm,1,4,F,3,6,S,100,LI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1771,26,Oil_Palm,1,4,F,3,7,E,100,LI_DR7_TXT3,Fine textures - Drainage level Excessive
1772,26,Oil_Palm,1,4,M,2,1,V,10,LI_DR1_TXT2,Medium textures - Drainage level Very Poor
1773,26,Oil_Palm,1,4,M,2,2,P,50,LI_DR2_TXT2,Medium textures - Drainage level Poor
1774,26,Oil_Palm,1,4,M,2,3,I,90,LI_DR3_TXT2,Medium textures - Drainage level Imperfectly
1775,26,Oil_Palm,1,4,M,2,4,M,100,LI_DR4_TXT2,Medium textures - Drainage level Moderately well
1776,26,Oil_Palm,1,4,M,2,5,W,100,LI_DR5_TXT2,Medium textures - Drainage level Well
1777,26,Oil_Palm,1,4,M,2,6,S,100,LI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1778,26,Oil_Palm,1,4,M,2,7,E,100,LI_DR7_TXT2,Medium textures - Drainage level Excessive
1779,26,Oil_Palm,1,4,C,1,1,V,10,LI_DR1_TXT1,Coarse textures - Drainage level Very Poor
1780,26,Oil_Palm,1,4,C,1,2,P,50,LI_DR2_TXT1,Coarse textures - Drainage level Poor
1781,26,Oil_Palm,1,4,C,1,3,I,90,LI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1782,26,Oil_Palm,1,4,C,1,4,M,100,LI_DR4_TXT1,Coarse textures - Drainage level Moderately well
1783,26,Oil_Palm,1,4,C,1,5,W,100,LI_DR5_TXT1,Coarse textures - Drainage level Well
1784,26,Oil_Palm,1,4,C,1,6,S,100,LI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1785,26,Oil_Palm,1,4,C,1,7,E,100,LI_DR7_TXT1,Coarse textures - Drainage level Excessive
1786,26,Oil_Palm,2,4,F,3,1,V,10,II_DR1_TXT3,Fine textures - Drainage level Very Poor
1787,26,Oil_Palm,2,4,F,3,2,P,50,II_DR2_TXT3,Fine textures - Drainage level Poor
1788,26,Oil_Palm,2,4,F,3,3,I,90,II_DR3_TXT3,Fine textures - Drainage level Imperfectly
1789,26,Oil_Palm,2,4,F,3,4,M,100,II_DR4_TXT3,Fine textures - Drainage level Moderately well
1790,26,Oil_Palm,2,4,F,3,5,W,100,II_DR5_TXT3,Fine textures - Drainage level Well
1791,26,Oil_Palm,2,4,F,3,6,S,100,II_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1792,26,Oil_Palm,2,4,F,3,7,E,100,II_DR7_TXT3,Fine textures - Drainage level Excessive
1793,26,Oil_Palm,2,4,M,2,1,V,10,II_DR1_TXT2,Medium textures - Drainage level Very Poor
1794,26,Oil_Palm,2,4,M,2,2,P,50,II_DR2_TXT2,Medium textures - Drainage level Poor
1795,26,Oil_Palm,2,4,M,2,3,I,90,II_DR3_TXT2,Medium textures - Drainage level Imperfectly
1796,26,Oil_Palm,2,4,M,2,4,M,100,II_DR4_TXT2,Medium textures - Drainage level Moderately well
1797,26,Oil_Palm,2,4,M,2,5,W,100,II_DR5_TXT2,Medium textures - Drainage level Well
1798,26,Oil_Palm,2,4,M,2,6,S,100,II_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1799,26,Oil_Palm,2,4,M,2,7,E,100,II_DR7_TXT2,Medium textures - Drainage level Excessive
1800,26,Oil_Palm,2,4,C,1,1,V,10,II_DR1_TXT1,Coarse textures - Drainage level Very Poor
1801,26,Oil_Palm,2,4,C,1,2,P,50,II_DR2_TXT1,Coarse textures - Drainage level Poor
1802,26,Oil_Palm,2,4,C,1,3,I,90,II_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1803,26,Oil_Palm,2,4,C,1,4,M,100,II_DR4_TXT1,Coarse textures - Drainage level Moderately well
1804,26,Oil_Palm,2,4,C,1,5,W,100,II_DR5_TXT1,Coarse textures - Drainage level Well
1805,26,Oil_Palm,2,4,C,1,6,S,100,II_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1806,26,Oil_Palm,2,4,C,1,7,E,100,II_DR7_TXT1,Coarse textures - Drainage level Excessive
1807,26,Oil_Palm,5,4,F,3,1,V,90,HI_DR1_TXT3,Fine textures - Drainage level Very Poor
1808,26,Oil_Palm,5,4,F,3,2,P,100,HI_DR2_TXT3,Fine textures - Drainage level Poor
1809,26,Oil_Palm,5,4,F,3,3,I,100,HI_DR3_TXT3,Fine textures - Drainage level Imperfectly
1810,26,Oil_Palm,5,4,F,3,4,M,100,HI_DR4_TXT3,Fine textures - Drainage level Moderately well
1811,26,Oil_Palm,5,4,F,3,5,W,100,HI_DR5_TXT3,Fine textures - Drainage level Well
1812,26,Oil_Palm,5,4,F,3,6,S,100,HI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1813,26,Oil_Palm,5,4,F,3,7,E,100,HI_DR7_TXT3,Fine textures - Drainage level Excessive
1814,26,Oil_Palm,5,4,M,2,1,V,90,HI_DR1_TXT2,Medium textures - Drainage level Very Poor
1815,26,Oil_Palm,5,4,M,2,2,P,100,HI_DR2_TXT2,Medium textures - Drainage level Poor
1816,26,Oil_Palm,5,4,M,2,3,I,100,HI_DR3_TXT2,Medium textures - Drainage level Imperfectly
1817,26,Oil_Palm,5,4,M,2,4,M,100,HI_DR4_TXT2,Medium textures - Drainage level Moderately well
1818,26,Oil_Palm,5,4,M,2,5,W,100,HI_DR5_TXT2,Medium textures - Drainage level Well
1819,26,Oil_Palm,5,4,M,2,6,S,100,HI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1820,26,Oil_Palm,5,4,M,2,7,E,100,HI_DR7_TXT2,Medium textures - Drainage level Excessive
1821,26,Oil_Palm,5,4,C,1,1,V,90,HI_DR1_TXT1,Coarse textures - Drainage level Very Poor
1822,26,Oil_Palm,5,4,C,1,2,P,100,HI_DR2_TXT1,Coarse textures - Drainage level Poor
1823,26,Oil_Palm,5,4,C,1,3,I,100,HI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1824,26,Oil_Palm,5,4,C,1,4,M,100,HI_DR4_TXT1,Coarse textures - Drainage level Moderately well
1825,26,Oil_Palm,5,4,C,1,5,W,100,HI_DR5_TXT1,Coarse textures - Drainage level Well
1826,26,Oil_Palm,5,4,C,1,6,S,100,HI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1827,26,Oil_Palm,5,4,C,1,7,E,100,HI_DR7_TXT1,Coarse textures - Drainage level Excessive
1828,27,Olive,1,4,F,3,1,V,10,LI_DR1_TXT3,Fine textures - Drainage level Very Poor
1829,27,Olive,1,4,F,3,2,P,30,LI_DR2_TXT3,Fine textures - Drainage level Poor
1830,27,Olive,1,4,F,3,3,I,70,LI_DR3_TXT3,Fine textures - Drainage level Imperfectly
1831,27,Olive,1,4,F,3,4,M,90,LI_DR4_TXT3,Fine textures - Drainage level Moderately well
1832,27,Olive,1,4,F,3,5,W,100,LI_DR5_TXT3,Fine textures - Drainage level Well
1833,27,Olive,1,4,F,3,6,S,100,LI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1834,27,Olive,1,4,F,3,7,E,100,LI_DR7_TXT3,Fine textures - Drainage level Excessive
1835,27,Olive,1,4,M,2,1,V,10,LI_DR1_TXT2,Medium textures - Drainage level Very Poor
1836,27,Olive,1,4,M,2,2,P,30,LI_DR2_TXT2,Medium textures - Drainage level Poor
1837,27,Olive,1,4,M,2,3,I,70,LI_DR3_TXT2,Medium textures - Drainage level Imperfectly
1838,27,Olive,1,4,M,2,4,M,90,LI_DR4_TXT2,Medium textures - Drainage level Moderately well
1839,27,Olive,1,4,M,2,5,W,100,LI_DR5_TXT2,Medium textures - Drainage level Well
1840,27,Olive,1,4,M,2,6,S,100,LI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1841,27,Olive,1,4,M,2,7,E,100,LI_DR7_TXT2,Medium textures - Drainage level Excessive
1842,27,Olive,1,4,C,1,1,V,10,LI_DR1_TXT1,Coarse textures - Drainage level Very Poor
1843,27,Olive,1,4,C,1,2,P,30,LI_DR2_TXT1,Coarse textures - Drainage level Poor
1844,27,Olive,1,4,C,1,3,I,70,LI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1845,27,Olive,1,4,C,1,4,M,90,LI_DR4_TXT1,Coarse textures - Drainage level Moderately well
1846,27,Olive,1,4,C,1,5,W,100,LI_DR5_TXT1,Coarse textures - Drainage level Well
1847,27,Olive,1,4,C,1,6,S,100,LI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1848,27,Olive,1,4,C,1,7,E,100,LI_DR7_TXT1,Coarse textures - Drainage level Excessive
1849,27,Olive,2,4,F,3,1,V,10,II_DR1_TXT3,Fine textures - Drainage level Very Poor
1850,27,Olive,2,4,F,3,2,P,30,II_DR2_TXT3,Fine textures - Drainage level Poor
1851,27,Olive,2,4,F,3,3,I,70,II_DR3_TXT3,Fine textures - Drainage level Imperfectly
1852,27,Olive,2,4,F,3,4,M,90,II_DR4_TXT3,Fine textures - Drainage level Moderately well
1853,27,Olive,2,4,F,3,5,W,100,II_DR5_TXT3,Fine textures - Drainage level Well
1854,27,Olive,2,4,F,3,6,S,100,II_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1855,27,Olive,2,4,F,3,7,E,100,II_DR7_TXT3,Fine textures - Drainage level Excessive
1856,27,Olive,2,4,M,2,1,V,10,II_DR1_TXT2,Medium textures - Drainage level Very Poor
1857,27,Olive,2,4,M,2,2,P,30,II_DR2_TXT2,Medium textures - Drainage level Poor
1858,27,Olive,2,4,M,2,3,I,70,II_DR3_TXT2,Medium textures - Drainage level Imperfectly
1859,27,Olive,2,4,M,2,4,M,90,II_DR4_TXT2,Medium textures - Drainage level Moderately well
1860,27,Olive,2,4,M,2,5,W,100,II_DR5_TXT2,Medium textures - Drainage level Well
1861,27,Olive,2,4,M,2,6,S,100,II_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1862,27,Olive,2,4,M,2,7,E,100,II_DR7_TXT2,Medium textures - Drainage level Excessive
1863,27,Olive,2,4,C,1,1,V,10,II_DR1_TXT1,Coarse textures - Drainage level Very Poor
1864,27,Olive,2,4,C,1,2,P,30,II_DR2_TXT1,Coarse textures - Drainage level Poor
1865,27,Olive,2,4,C,1,3,I,70,II_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1866,27,Olive,2,4,C,1,4,M,90,II_DR4_TXT1,Coarse textures - Drainage level Moderately well
1867,27,Olive,2,4,C,1,5,W,100,II_DR5_TXT1,Coarse textures - Drainage level Well
1868,27,Olive,2,4,C,1,6,S,100,II_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1869,27,Olive,2,4,C,1,7,E,100,II_DR7_TXT1,Coarse textures - Drainage level Excessive
1870,27,Olive,5,4,F,3,1,V,90,HI_DR1_TXT3,Fine textures - Drainage level Very Poor
1871,27,Olive,5,4,F,3,2,P,100,HI_DR2_TXT3,Fine textures - Drainage level Poor
1872,27,Olive,5,4,F,3,3,I,100,HI_DR3_TXT3,Fine textures - Drainage level Imperfectly
1873,27,Olive,5,4,F,3,4,M,100,HI_DR4_TXT3,Fine textures - Drainage level Moderately well
1874,27,Olive,5,4,F,3,5,W,100,HI_DR5_TXT3,Fine textures - Drainage level Well
1875,27,Olive,5,4,F,3,6,S,100,HI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1876,27,Olive,5,4,F,3,7,E,100,HI_DR7_TXT3,Fine textures - Drainage level Excessive
1877,27,Olive,5,4,M,2,1,V,90,HI_DR1_TXT2,Medium textures - Drainage level Very Poor
1878,27,Olive,5,4,M,2,2,P,100,HI_DR2_TXT2,Medium textures - Drainage level Poor
1879,27,Olive,5,4,M,2,3,I,100,HI_DR3_TXT2,Medium textures - Drainage level Imperfectly
1880,27,Olive,5,4,M,2,4,M,100,HI_DR4_TXT2,Medium textures - Drainage level Moderately well
1881,27,Olive,5,4,M,2,5,W,100,HI_DR5_TXT2,Medium textures - Drainage level Well
1882,27,Olive,5,4,M,2,6,S,100,HI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1883,27,Olive,5,4,M,2,7,E,100,HI_DR7_TXT2,Medium textures - Drainage level Excessive
1884,27,Olive,5,4,C,1,1,V,90,HI_DR1_TXT1,Coarse textures - Drainage level Very Poor
1885,27,Olive,5,4,C,1,2,P,100,HI_DR2_TXT1,Coarse textures - Drainage level Poor
1886,27,Olive,5,4,C,1,3,I,100,HI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1887,27,Olive,5,4,C,1,4,M,100,HI_DR4_TXT1,Coarse textures - Drainage level Moderately well
1888,27,Olive,5,4,C,1,5,W,100,HI_DR5_TXT1,Coarse textures - Drainage level Well
1889,27,Olive,5,4,C,1,6,S,100,HI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1890,27,Olive,5,4,C,1,7,E,100,HI_DR7_TXT1,Coarse textures - Drainage level Excessive
1891,28,Cotton,1,4,F,3,1,V,10,LI_DR1_TXT3,Fine textures - Drainage level Very Poor
1892,28,Cotton,1,4,F,3,2,P,30,LI_DR2_TXT3,Fine textures - Drainage level Poor
1893,28,Cotton,1,4,F,3,3,I,70,LI_DR3_TXT3,Fine textures - Drainage level Imperfectly
1894,28,Cotton,1,4,F,3,4,M,90,LI_DR4_TXT3,Fine textures - Drainage level Moderately well
1895,28,Cotton,1,4,F,3,5,W,100,LI_DR5_TXT3,Fine textures - Drainage level Well
1896,28,Cotton,1,4,F,3,6,S,100,LI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
