id,CROP_ID,CROP,input_level,SQI_code,PSCL,PSCL_ID,DrainNum,Drain,score,drainage_id,drainage_req_text
815,13,Cassava,5,4,C,1,3,I,100,HI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
816,13,Cassava,5,4,C,1,4,M,100,HI_DR4_TXT1,Coarse textures - Drainage level Moderately well
817,13,Cassava,5,4,C,1,5,W,100,HI_DR5_TXT1,Coarse textures - Drainage level Well
818,13,Cassava,5,4,C,1,6,S,100,HI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
819,13,Cassava,5,4,C,1,7,E,100,HI_DR7_TXT1,Coarse textures - Drainage level Excessive
820,14,Sweet_Potato,1,4,F,3,1,V,10,LI_DR1_TXT3,Fine textures - Drainage level Very Poor
821,14,Sweet_Potato,1,4,F,3,2,P,30,LI_DR2_TXT3,Fine textures - Drainage level Poor
822,14,Sweet_Potato,1,4,F,3,3,I,70,LI_DR3_TXT3,Fine textures - Drainage level Imperfectly
823,14,Sweet_Potato,1,4,F,3,4,M,90,LI_DR4_TXT3,Fine textures - Drainage level Moderately well
824,14,Sweet_Potato,1,4,F,3,5,W,100,LI_DR5_TXT3,Fine textures - Drainage level Well
825,14,Sweet_Potato,1,4,F,3,6,S,100,LI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
826,14,Sweet_Potato,1,4,F,3,7,E,100,LI_DR7_TXT3,Fine textures - Drainage level Excessive
827,14,Sweet_Potato,1,4,M,2,1,V,10,LI_DR1_TXT2,Medium textures - Drainage level Very Poor
828,14,Sweet_Potato,1,4,M,2,2,P,30,LI_DR2_TXT2,Medium textures - Drainage level Poor
829,14,Sweet_Potato,1,4,M,2,3,I,70,LI_DR3_TXT2,Medium textures - Drainage level Imperfectly
830,14,Sweet_Potato,1,4,M,2,4,M,90,LI_DR4_TXT2,Medium textures - Drainage level Moderately well
831,14,Sweet_Potato,1,4,M,2,5,W,100,LI_DR5_TXT2,Medium textures - Drainage level Well
832,14,Sweet_Potato,1,4,M,2,6,S,100,LI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
833,14,Sweet_Potato,1,4,M,2,7,E,100,LI_DR7_TXT2,Medium textures - Drainage level Excessive
834,14,Sweet_Potato,1,4,C,1,1,V,10,LI_DR1_TXT1,Coarse textures - Drainage level Very Poor
835,14,Sweet_Potato,1,4,C,1,2,P,30,LI_DR2_TXT1,Coarse textures - Drainage level Poor
836,14,Sweet_Potato,1,4,C,1,3,I,70,LI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
837,14,Sweet_Potato,1,4,C,1,4,M,90,LI_DR4_TXT1,Coarse textures - Drainage level Moderately well
838,14,Sweet_Potato,1,4,C,1,5,W,100,LI_DR5_TXT1,Coarse textures - Drainage level Well
839,14,Sweet_Potato,1,4,C,1,6,S,100,LI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
840,14,Sweet_Potato,1,4,C,1,7,E,100,LI_DR7_TXT1,Coarse textures - Drainage level Excessive
841,14,Sweet_Potato,2,4,F,3,1,V,10,II_DR1_TXT3,Fine textures - Drainage level Very Poor
842,14,Sweet_Potato,2,4,F,3,2,P,30,II_DR2_TXT3,Fine textures - Drainage level Poor
843,14,Sweet_Potato,2,4,F,3,3,I,70,II_DR3_TXT3,Fine textures - Drainage level Imperfectly
844,14,Sweet_Potato,2,4,F,3,4,M,90,II_DR4_TXT3,Fine textures - Drainage level Moderately well
845,14,Sweet_Potato,2,4,F,3,5,W,100,II_DR5_TXT3,Fine textures - Drainage level Well
846,14,Sweet_Potato,2,4,F,3,6,S,100,II_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
847,14,Sweet_Potato,2,4,F,3,7,E,100,II_DR7_TXT3,Fine textures - Drainage level Excessive
848,14,Sweet_Potato,2,4,M,2,1,V,10,II_DR1_TXT2,Medium textures - Drainage level Very Poor
849,14,Sweet_Potato,2,4,M,2,2,P,30,II_DR2_TXT2,Medium textures - Drainage level Poor
850,14,Sweet_Potato,2,4,M,2,3,I,70,II_DR3_TXT2,Medium textures - Drainage level Imperfectly
851,14,Sweet_Potato,2,4,M,2,4,M,90,II_DR4_TXT2,Medium textures - Drainage level Moderately well
852,14,Sweet_Potato,2,4,M,2,5,W,100,II_DR5_TXT2,Medium textures - Drainage level Well
853,14,Sweet_Potato,2,4,M,2,6,S,100,II_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
854,14,Sweet_Potato,2,4,M,2,7,E,100,II_DR7_TXT2,Medium textures - Drainage level Excessive
855,14,Sweet_Potato,2,4,C,1,1,V,10,II_DR1_TXT1,Coarse textures - Drainage level Very Poor
856,14,Sweet_Potato,2,4,C,1,2,P,30,II_DR2_TXT1,Coarse textures - Drainage level Poor
857,14,Sweet_Potato,2,4,C,1,3,I,70,II_DR3_TXT1,Coarse textures - Drainage level Imperfectly
858,14,Sweet_Potato,2,4,C,1,4,M,90,II_DR4_TXT1,Coarse textures - Drainage level Moderately well
859,14,Sweet_Potato,2,4,C,1,5,W,100,II_DR5_TXT1,Coarse textures - Drainage level Well
860,14,Sweet_Potato,2,4,C,1,6,S,100,II_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
861,14,Sweet_Potato,2,4,C,1,7,E,100,II_DR7_TXT1,Coarse textures - Drainage level Excessive
862,14,Sweet_Potato,5,4,F,3,1,V,70,HI_DR1_TXT3,Fine textures - Drainage level Very Poor
863,14,Sweet_Potato,5,4,F,3,2,P,90,HI_DR2_TXT3,Fine textures - Drainage level Poor
864,14,Sweet_Potato,5,4,F,3,3,I,100,HI_DR3_TXT3,Fine textures - Drainage level Imperfectly
865,14,Sweet_Potato,5,4,F,3,4,M,100,HI_DR4_TXT3,Fine textures - Drainage level Moderately well
866,14,Sweet_Potato,5,4,F,3,5,W,100,HI_DR5_TXT3,Fine textures - Drainage level Well
867,14,Sweet_Potato,5,4,F,3,6,S,100,HI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
868,14,Sweet_Potato,5,4,F,3,7,E,100,HI_DR7_TXT3,Fine textures - Drainage level Excessive
869,14,Sweet_Potato,5,4,M,2,1,V,70,HI_DR1_TXT2,Medium textures - Drainage level Very Poor
870,14,Sweet_Potato,5,4,M,2,2,P,90,HI_DR2_TXT2,Medium textures - Drainage level Poor
871,14,Sweet_Potato,5,4,M,2,3,I,100,HI_DR3_TXT2,Medium textures - Drainage level Imperfectly
872,14,Sweet_Potato,5,4,M,2,4,M,100,HI_DR4_TXT2,Medium textures - Drainage level Moderately well
873,14,Sweet_Potato,5,4,M,2,5,W,100,HI_DR5_TXT2,Medium textures - Drainage level Well
874,14,Sweet_Potato,5,4,M,2,6,S,100,HI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
875,14,Sweet_Potato,5,4,M,2,7,E,100,HI_DR7_TXT2,Medium textures - Drainage level Excessive
876,14,Sweet_Potato,5,4,C,1,1,V,70,HI_DR1_TXT1,Coarse textures - Drainage level Very Poor
877,14,Sweet_Potato,5,4,C,1,2,P,90,HI_DR2_TXT1,Coarse textures - Drainage level Poor
878,14,Sweet_Potato,5,4,C,1,3,I,100,HI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
879,14,Sweet_Potato,5,4,C,1,4,M,100,HI_DR4_TXT1,Coarse textures - Drainage level Moderately well
880,14,Sweet_Potato,5,4,C,1,5,W,100,HI_DR5_TXT1,Coarse textures - Drainage level Well
881,14,Sweet_Potato,5,4,C,1,6,S,100,HI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
882,14,Sweet_Potato,5,4,C,1,7,E,100,HI_DR7_TXT1,Coarse textures - Drainage level Excessive
883,15a,White_Yam,1,4,F,3,1,V,10,LI_DR1_TXT3,Fine textures - Drainage level Very Poor
884,15a,White_Yam,1,4,F,3,2,P,30,LI_DR2_TXT3,Fine textures - Drainage level Poor
885,15a,White_Yam,1,4,F,3,3,I,70,LI_DR3_TXT3,Fine textures - Drainage level Imperfectly
886,15a,White_Yam,1,4,F,3,4,M,90,LI_DR4_TXT3,Fine textures - Drainage level Moderately well
887,15a,White_Yam,1,4,F,3,5,W,100,LI_DR5_TXT3,Fine textures - Drainage level Well
888,15a,White_Yam,1,4,F,3,6,S,100,LI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
889,15a,White_Yam,1,4,F,3,7,E,100,LI_DR7_TXT3,Fine textures - Drainage level Excessive
890,15a,White_Yam,1,4,M,2,1,V,10,LI_DR1_TXT2,Medium textures - Drainage level Very Poor
891,15a,White_Yam,1,4,M,2,2,P,30,LI_DR2_TXT2,Medium textures - Drainage level Poor
892,15a,White_Yam,1,4,M,2,3,I,70,LI_DR3_TXT2,Medium textures - Drainage level Imperfectly
893,15a,White_Yam,1,4,M,2,4,M,90,LI_DR4_TXT2,Medium textures - Drainage level Moderately well
894,15a,White_Yam,1,4,M,2,5,W,100,LI_DR5_TXT2,Medium textures - Drainage level Well
895,15a,White_Yam,1,4,M,2,6,S,100,LI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
896,15a,White_Yam,1,4,M,2,7,E,100,LI_DR7_TXT2,Medium textures - Drainage level Excessive
897,15a,White_Yam,1,4,C,1,1,V,10,LI_DR1_TXT1,Coarse textures - Drainage level Very Poor
898,15a,White_Yam,1,4,C,1,2,P,30,LI_DR2_TXT1,Coarse textures - Drainage level Poor
899,15a,White_Yam,1,4,C,1,3,I,70,LI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
900,15a,White_Yam,1,4,C,1,4,M,90,LI_DR4_TXT1,Coarse textures - Drainage level Moderately well
901,15a,White_Yam,1,4,C,1,5,W,100,LI_DR5_TXT1,Coarse textures - Drainage level Well
902,15a,White_Yam,1,4,C,1,6,S,100,LI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
903,15a,White_Yam,1,4,C,1,7,E,100,LI_DR7_TXT1,Coarse textures - Drainage level Excessive
904,15a,White_Yam,2,4,F,3,1,V,10,II_DR1_TXT3,Fine textures - Drainage level Very Poor
905,15a,White_Yam,2,4,F,3,2,P,30,II_DR2_TXT3,Fine textures - Drainage level Poor
906,15a,White_Yam,2,4,F,3,3,I,70,II_DR3_TXT3,Fine textures - Drainage level Imperfectly
907,15a,White_Yam,2,4,F,3,4,M,90,II_DR4_TXT3,Fine textures - Drainage level Moderately well
908,15a,White_Yam,2,4,F,3,5,W,100,II_DR5_TXT3,Fine textures - Drainage level Well
909,15a,White_Yam,2,4,F,3,6,S,100,II_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
910,15a,White_Yam,2,4,F,3,7,E,100,II_DR7_TXT3,Fine textures - Drainage level Excessive
911,15a,White_Yam,2,4,M,2,1,V,10,II_DR1_TXT2,Medium textures - Drainage level Very Poor
912,15a,White_Yam,2,4,M,2,2,P,30,II_DR2_TXT2,Medium textures - Drainage level Poor
913,15a,White_Yam,2,4,M,2,3,I,70,II_DR3_TXT2,Medium textures - Drainage level Imperfectly
914,15a,White_Yam,2,4,M,2,4,M,90,II_DR4_TXT2,Medium textures - Drainage level Moderately well
915,15a,White_Yam,2,4,M,2,5,W,100,II_DR5_TXT2,Medium textures - Drainage level Well
916,15a,White_Yam,2,4,M,2,6,S,100,II_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
917,15a,White_Yam,2,4,M,2,7,E,100,II_DR7_TXT2,Medium textures - Drainage level Excessive
918,15a,White_Yam,2,4,C,1,1,V,10,II_DR1_TXT1,Coarse textures - Drainage level Very Poor
919,15a,White_Yam,2,4,C,1,2,P,30,II_DR2_TXT1,Coarse textures - Drainage level Poor
920,15a,White_Yam,2,4,C,1,3,I,70,II_DR3_TXT1,Coarse textures - Drainage level Imperfectly
921,15a,White_Yam,2,4,C,1,4,M,90,II_DR4_TXT1,Coarse textures - Drainage level Moderately well
922,15a,White_Yam,2,4,C,1,5,W,100,II_DR5_TXT1,Coarse textures - Drainage level Well
923,15a,White_Yam,2,4,C,1,6,S,100,II_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
924,15a,White_Yam,2,4,C,1,7,E,100,II_DR7_TXT1,Coarse textures - Drainage level Excessive
925,15a,White_Yam,5,4,F,3,1,V,70,HI_DR1_TXT3,Fine textures - Drainage level Very Poor
926,15a,White_Yam,5,4,F,3,2,P,90,HI_DR2_TXT3,Fine textures - Drainage level Poor
927,15a,White_Yam,5,4,F,3,3,I,100,HI_DR3_TXT3,Fine textures - Drainage level Imperfectly
928,15a,White_Yam,5,4,F,3,4,M,100,HI_DR4_TXT3,Fine textures - Drainage level Moderately well
929,15a,White_Yam,5,4,F,3,5,W,100,HI_DR5_TXT3,Fine textures - Drainage level Well
930,15a,White_Yam,5,4,F,3,6,S,100,HI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
931,15a,White_Yam,5,4,F,3,7,E,100,HI_DR7_TXT3,Fine textures - Drainage level Excessive
932,15a,White_Yam,5,4,M,2,1,V,70,HI_DR1_TXT2,Medium textures - Drainage level Very Poor
933,15a,White_Yam,5,4,M,2,2,P,90,HI_DR2_TXT2,Medium textures - Drainage level Poor
934,15a,White_Yam,5,4,M,2,3,I,100,HI_DR3_TXT2,Medium textures - Drainage level Imperfectly
935,15a,White_Yam,5,4,M,2,4,M,100,HI_DR4_TXT2,Medium textures - Drainage level Moderately well
936,15a,White_Yam,5,4,M,2,5,W,100,HI_DR5_TXT2,Medium textures - Drainage level Well
937,15a,White_Yam,5,4,M,2,6,S,100,HI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
938,15a,White_Yam,5,4,M,2,7,E,100,HI_DR7_TXT2,Medium textures - Drainage level Excessive
939,15a,White_Yam,5,4,C,1,1,V,70,HI_DR1_TXT1,Coarse textures - Drainage level Very Poor
940,15a,White_Yam,5,4,C,1,2,P,90,HI_DR2_TXT1,Coarse textures - Drainage level Poor
941,15a,White_Yam,5,4,C,1,3,I,100,HI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
942,15a,White_Yam,5,4,C,1,4,M,100,HI_DR4_TXT1,Coarse textures - Drainage level Moderately well
943,15a,White_Yam,5,4,C,1,5,W,100,HI_DR5_TXT1,Coarse textures - Drainage level Well
944,15a,White_Yam,5,4,C,1,6,S,100,HI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
945,15a,White_Yam,5,4,C,1,7,E,100,HI_DR7_TXT1,Coarse textures - Drainage level Excessive
946,15b,Greater_Yam,1,4,F,3,1,V,10,LI_DR1_TXT3,Fine textures - Drainage level Very Poor
947,15b,Greater_Yam,1,4,F,3,2,P,30,LI_DR2_TXT3,Fine textures - Drainage level Poor
948,15b,Greater_Yam,1,4,F,3,3,I,70,LI_DR3_TXT3,Fine textures - Drainage level Imperfectly
949,15b,Greater_Yam,1,4,F,3,4,M,90,LI_DR4_TXT3,Fine textures - Drainage level Moderately well
950,15b,Greater_Yam,1,4,F,3,5,W,100,LI_DR5_TXT3,Fine textures - Drainage level Well
951,15b,Greater_Yam,1,4,F,3,6,S,100,LI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
952,15b,Greater_Yam,1,4,F,3,7,E,100,LI_DR7_TXT3,Fine textures - Drainage level Excessive
953,15b,Greater_Yam,1,4,M,2,1,V,10,LI_DR1_TXT2,Medium textures - Drainage level Very Poor
954,15b,Greater_Yam,1,4,M,2,2,P,30,LI_DR2_TXT2,Medium textures - Drainage level Poor
955,15b,Greater_Yam,1,4,M,2,3,I,70,LI_DR3_TXT2,Medium textures - Drainage level Imperfectly
956,15b,Greater_Yam,1,4,M,2,4,M,90,LI_DR4_TXT2,Medium textures - Drainage level Moderately well
957,15b,Greater_Yam,1,4,M,2,5,W,100,LI_DR5_TXT2,Medium textures - Drainage level Well
958,15b,Greater_Yam,1,4,M,2,6,S,100,LI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
959,15b,Greater_Yam,1,4,M,2,7,E,100,LI_DR7_TXT2,Medium textures - Drainage level Excessive
960,15b,Greater_Yam,1,4,C,1,1,V,10,LI_DR1_TXT1,Coarse textures - Drainage level Very Poor
961,15b,Greater_Yam,1,4,C,1,2,P,30,LI_DR2_TXT1,Coarse textures - Drainage level Poor
962,15b,Greater_Yam,1,4,C,1,3,I,70,LI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
963,15b,Greater_Yam,1,4,C,1,4,M,90,LI_DR4_TXT1,Coarse textures - Drainage level Moderately well
964,15b,Greater_Yam,1,4,C,1,5,W,100,LI_DR5_TXT1,Coarse textures - Drainage level Well
965,15b,Greater_Yam,1,4,C,1,6,S,100,LI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
966,15b,Greater_Yam,1,4,C,1,7,E,100,LI_DR7_TXT1,Coarse textures - Drainage level Excessive
967,15b,Greater_Yam,2,4,F,3,1,V,10,II_DR1_TXT3,Fine textures - Drainage level Very Poor
968,15b,Greater_Yam,2,4,F,3,2,P,30,II_DR2_TXT3,Fine textures - Drainage level Poor
969,15b,Greater_Yam,2,4,F,3,3,I,70,II_DR3_TXT3,Fine textures - Drainage level Imperfectly
970,15b,Greater_Yam,2,4,F,3,4,M,90,II_DR4_TXT3,Fine textures - Drainage level Moderately well
971,15b,Greater_Yam,2,4,F,3,5,W,100,II_DR5_TXT3,Fine textures - Drainage level Well
972,15b,Greater_Yam,2,4,F,3,6,S,100,II_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
973,15b,Greater_Yam,2,4,F,3,7,E,100,II_DR7_TXT3,Fine textures - Drainage level Excessive
974,15b,Greater_Yam,2,4,M,2,1,V,10,II_DR1_TXT2,Medium textures - Drainage level Very Poor
975,15b,Greater_Yam,2,4,M,2,2,P,30,II_DR2_TXT2,Medium textures - Drainage level Poor
976,15b,Greater_Yam,2,4,M,2,3,I,70,II_DR3_TXT2,Medium textures - Drainage level Imperfectly
977,15b,Greater_Yam,2,4,M,2,4,M,90,II_DR4_TXT2,Medium textures - Drainage level Moderately well
978,15b,Greater_Yam,2,4,M,2,5,W,100,II_DR5_TXT2,Medium textures - Drainage level Well
979,15b,Greater_Yam,2,4,M,2,6,S,100,II_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
980,15b,Greater_Yam,2,4,M,2,7,E,100,II_DR7_TXT2,Medium textures - Drainage level Excessive
981,15b,Greater_Yam,2,4,C,1,1,V,10,II_DR1_TXT1,Coarse textures - Drainage level Very Poor
982,15b,Greater_Yam,2,4,C,1,2,P,30,II_DR2_TXT1,Coarse textures - Drainage level Poor
983,15b,Greater_Yam,2,4,C,1,3,I,70,II_DR3_TXT1,Coarse textures - Drainage level Imperfectly
984,15b,Greater_Yam,2,4,C,1,4,M,90,II_DR4_TXT1,Coarse textures - Drainage level Moderately well
985,15b,Greater_Yam,2,4,C,1,5,W,100,II_DR5_TXT1,Coarse textures - Drainage level Well
986,15b,Greater_Yam,2,4,C,1,6,S,100,II_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
987,15b,Greater_Yam,2,4,C,1,7,E,100,II_DR7_TXT1,Coarse textures - Drainage level Excessive
988,15b,Greater_Yam,5,4,F,3,1,V,70,HI_DR1_TXT3,Fine textures - Drainage level Very Poor
989,15b,Greater_Yam,5,4,F,3,2,P,90,HI_DR2_TXT3,Fine textures - Drainage level Poor
990,15b,Greater_Yam,5,4,F,3,3,I,100,HI_DR3_TXT3,Fine textures - Drainage level Imperfectly
991,15b,Greater_Yam,5,4,F,3,4,M,100,HI_DR4_TXT3,Fine textures - Drainage level Moderately well
992,15b,Greater_Yam,5,4,F,3,5,W,100,HI_DR5_TXT3,Fine textures - Drainage level Well
993,15b,Greater_Yam,5,4,F,3,6,S,100,HI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
994,15b,Greater_Yam,5,4,F,3,7,E,100,HI_DR7_TXT3,Fine textures - Drainage level Excessive
995,15b,Greater_Yam,5,4,M,2,1,V,70,HI_DR1_TXT2,Medium textures - Drainage level Very Poor
996,15b,Greater_Yam,5,4,M,2,2,P,90,HI_DR2_TXT2,Medium textures - Drainage level Poor
997,15b,Greater_Yam,5,4,M,2,3,I,100,HI_DR3_TXT2,Medium textures - Drainage level Imperfectly
998,15b,Greater_Yam,5,4,M,2,4,M,100,HI_DR4_TXT2,Medium textures - Drainage level Moderately well
999,15b,Greater_Yam,5,4,M,2,5,W,100,HI_DR5_TXT2,Medium textures - Drainage level Well
1000,15b,Greater_Yam,5,4,M,2,6,S,100,HI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1001,15b,Greater_Yam,5,4,M,2,7,E,100,HI_DR7_TXT2,Medium textures - Drainage level Excessive
1002,15b,Greater_Yam,5,4,C,1,1,V,70,HI_DR1_TXT1,Coarse textures - Drainage level Very Poor
1003,15b,Greater_Yam,5,4,C,1,2,P,90,HI_DR2_TXT1,Coarse textures - Drainage level Poor
1004,15b,Greater_Yam,5,4,C,1,3,I,100,HI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1005,15b,Greater_Yam,5,4,C,1,4,M,100,HI_DR4_TXT1,Coarse textures - Drainage level Moderately well
1006,15b,Greater_Yam,5,4,C,1,5,W,100,HI_DR5_TXT1,Coarse textures - Drainage level Well
1007,15b,Greater_Yam,5,4,C,1,6,S,100,HI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1008,15b,Greater_Yam,5,4,C,1,7,E,100,HI_DR7_TXT1,Coarse textures - Drainage level Excessive
1009,15c,Yellow_Yam,1,4,F,3,1,V,10,LI_DR1_TXT3,Fine textures - Drainage level Very Poor
1010,15c,Yellow_Yam,1,4,F,3,2,P,30,LI_DR2_TXT3,Fine textures - Drainage level Poor
1011,15c,Yellow_Yam,1,4,F,3,3,I,70,LI_DR3_TXT3,Fine textures - Drainage level Imperfectly
1012,15c,Yellow_Yam,1,4,F,3,4,M,90,LI_DR4_TXT3,Fine textures - Drainage level Moderately well
1013,15c,Yellow_Yam,1,4,F,3,5,W,100,LI_DR5_TXT3,Fine textures - Drainage level Well
1014,15c,Yellow_Yam,1,4,F,3,6,S,100,LI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1015,15c,Yellow_Yam,1,4,F,3,7,E,100,LI_DR7_TXT3,Fine textures - Drainage level Excessive
1016,15c,Yellow_Yam,1,4,M,2,1,V,10,LI_DR1_TXT2,Medium textures - Drainage level Very Poor
1017,15c,Yellow_Yam,1,4,M,2,2,P,30,LI_DR2_TXT2,Medium textures - Drainage level Poor
1018,15c,Yellow_Yam,1,4,M,2,3,I,70,LI_DR3_TXT2,Medium textures - Drainage level Imperfectly
1019,15c,Yellow_Yam,1,4,M,2,4,M,90,LI_DR4_TXT2,Medium textures - Drainage level Moderately well
1020,15c,Yellow_Yam,1,4,M,2,5,W,100,LI_DR5_TXT2,Medium textures - Drainage level Well
1021,15c,Yellow_Yam,1,4,M,2,6,S,100,LI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1022,15c,Yellow_Yam,1,4,M,2,7,E,100,LI_DR7_TXT2,Medium textures - Drainage level Excessive
1023,15c,Yellow_Yam,1,4,C,1,1,V,10,LI_DR1_TXT1,Coarse textures - Drainage level Very Poor
1024,15c,Yellow_Yam,1,4,C,1,2,P,30,LI_DR2_TXT1,Coarse textures - Drainage level Poor
1025,15c,Yellow_Yam,1,4,C,1,3,I,70,LI_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1026,15c,Yellow_Yam,1,4,C,1,4,M,90,LI_DR4_TXT1,Coarse textures - Drainage level Moderately well
1027,15c,Yellow_Yam,1,4,C,1,5,W,100,LI_DR5_TXT1,Coarse textures - Drainage level Well
1028,15c,Yellow_Yam,1,4,C,1,6,S,100,LI_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1029,15c,Yellow_Yam,1,4,C,1,7,E,100,LI_DR7_TXT1,Coarse textures - Drainage level Excessive
1030,15c,Yellow_Yam,2,4,F,3,1,V,10,II_DR1_TXT3,Fine textures - Drainage level Very Poor
1031,15c,Yellow_Yam,2,4,F,3,2,P,30,II_DR2_TXT3,Fine textures - Drainage level Poor
1032,15c,Yellow_Yam,2,4,F,3,3,I,70,II_DR3_TXT3,Fine textures - Drainage level Imperfectly
1033,15c,Yellow_Yam,2,4,F,3,4,M,90,II_DR4_TXT3,Fine textures - Drainage level Moderately well
1034,15c,Yellow_Yam,2,4,F,3,5,W,100,II_DR5_TXT3,Fine textures - Drainage level Well
1035,15c,Yellow_Yam,2,4,F,3,6,S,100,II_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1036,15c,Yellow_Yam,2,4,F,3,7,E,100,II_DR7_TXT3,Fine textures - Drainage level Excessive
1037,15c,Yellow_Yam,2,4,M,2,1,V,10,II_DR1_TXT2,Medium textures - Drainage level Very Poor
1038,15c,Yellow_Yam,2,4,M,2,2,P,30,II_DR2_TXT2,Medium textures - Drainage level Poor
1039,15c,Yellow_Yam,2,4,M,2,3,I,70,II_DR3_TXT2,Medium textures - Drainage level Imperfectly
1040,15c,Yellow_Yam,2,4,M,2,4,M,90,II_DR4_TXT2,Medium textures - Drainage level Moderately well
1041,15c,Yellow_Yam,2,4,M,2,5,W,100,II_DR5_TXT2,Medium textures - Drainage level Well
1042,15c,Yellow_Yam,2,4,M,2,6,S,100,II_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1043,15c,Yellow_Yam,2,4,M,2,7,E,100,II_DR7_TXT2,Medium textures - Drainage level Excessive
1044,15c,Yellow_Yam,2,4,C,1,1,V,10,II_DR1_TXT1,Coarse textures - Drainage level Very Poor
1045,15c,Yellow_Yam,2,4,C,1,2,P,30,II_DR2_TXT1,Coarse textures - Drainage level Poor
1046,15c,Yellow_Yam,2,4,C,1,3,I,70,II_DR3_TXT1,Coarse textures - Drainage level Imperfectly
1047,15c,Yellow_Yam,2,4,C,1,4,M,90,II_DR4_TXT1,Coarse textures - Drainage level Moderately well
1048,15c,Yellow_Yam,2,4,C,1,5,W,100,II_DR5_TXT1,Coarse textures - Drainage level Well
1049,15c,Yellow_Yam,2,4,C,1,6,S,100,II_DR6_TXT1,Coarse textures - Drainage level Somewhat excessive
1050,15c,Yellow_Yam,2,4,C,1,7,E,100,II_DR7_TXT1,Coarse textures - Drainage level Excessive
1051,15c,Yellow_Yam,5,4,F,3,1,V,70,HI_DR1_TXT3,Fine textures - Drainage level Very Poor
1052,15c,Yellow_Yam,5,4,F,3,2,P,90,HI_DR2_TXT3,Fine textures - Drainage level Poor
1053,15c,Yellow_Yam,5,4,F,3,3,I,100,HI_DR3_TXT3,Fine textures - Drainage level Imperfectly
1054,15c,Yellow_Yam,5,4,F,3,4,M,100,HI_DR4_TXT3,Fine textures - Drainage level Moderately well
1055,15c,Yellow_Yam,5,4,F,3,5,W,100,HI_DR5_TXT3,Fine textures - Drainage level Well
1056,15c,Yellow_Yam,5,4,F,3,6,S,100,HI_DR6_TXT3,Fine textures - Drainage level Somewhat excessive
1057,15c,Yellow_Yam,5,4,F,3,7,E,100,HI_DR7_TXT3,Fine textures - Drainage level Excessive
1058,15c,Yellow_Yam,5,4,M,2,1,V,70,HI_DR1_TXT2,Medium textures - Drainage level Very Poor
1059,15c,Yellow_Yam,5,4,M,2,2,P,90,HI_DR2_TXT2,Medium textures - Drainage level Poor
1060,15c,Yellow_Yam,5,4,M,2,3,I,100,HI_DR3_TXT2,Medium textures - Drainage level Imperfectly
1061,15c,Yellow_Yam,5,4,M,2,4,M,100,HI_DR4_TXT2,Medium textures - Drainage level Moderately well
1062,15c,Yellow_Yam,5,4,M,2,5,W,100,HI_DR5_TXT2,Medium textures - Drainage level Well
1063,15c,Yellow_Yam,5,4,M,2,6,S,100,HI_DR6_TXT2,Medium textures - Drainage level Somewhat excessive
1064,15c,Yellow_Yam,5,4,M,2,7,E,100,HI_DR7_TXT2,Medium textures - Drainage level Excessive
