"id","CROP_ID","CROP","input_level","SQI_code","score","property_value","property","unit","property_id","property_text"
1,"1","Wheat",4,1,100,1.5,"oc","% weight","CR_OC100","Organic Carbon"
2,"1","Wheat",4,2,100,1.5,"oc","% weight","CR_OC100","Organic Carbon"
3,"1","Wheat",3,1,100,6.5,"ph","-log(H+)","CR_LI_II_LPH100","pH "
4,"1","Wheat",3,2,100,6.5,"ph","-log(H+)","CR_LI_II_LPH100","pH "
5,"1","Wheat",5,2,100,6,"ph","-log(H+)","CR_HI_LPH100","pH "
6,"1","Wheat",3,2,100,7.5,"ph","-log(H+)","CR_LI_II_HPH100","pH "
7,"1","Wheat",5,2,100,7.5,"ph","-log(H+)","CR_HI_HPH100","pH "
8,"1","Wheat",3,1,100,8,"teb","cmol/kg","CR_LI_II_TEB100","Total Exchangeable Basis"
9,"1","Wheat",5,2,100,5,"teb","cmol/kg","CR_HI_TEB100","Total Exchangeable Basis"
10,"1","Wheat",3,2,100,24,"cecc","cmol/kg","CR_LI_II_CEC100","Cation Exchange Capacity - Clay"
11,"1","Wheat",5,2,100,16,"cecc","cmol/kg","CR_HI_CEC100","Cation Exchange Capacity - Clay"
12,"1","Wheat",3,2,100,80,"bs","%","CR_LI_II_BS100","Base Saturation "
13,"1","Wheat",5,2,100,50,"bs","%","CR_HI_BS100","Base Saturation "
14,"1","Wheat",4,3,100,90,"rd","cm","CR_RDa100","Rooting/Soil Depth"
15,"1","Wheat",5,7,100,90,"rd","cm","CR_RDa100","Rooting/Soil Depth"
16,"1","Wheat",3,7,100,70,"rd","cm","CR_RDb100","Rooting/Soil Depth"
17,"1","Wheat",4,3,100,15,"cf","%","CR_CF100","Coarse Fragments"
18,"1","Wheat",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
19,"1","Wheat",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
20,"1","Wheat",4,3,100,110,"db","%","CR_BDR100","Bulk Density (BDactual/BDref)"
21,"1","Wheat",3,7,100,110,"db","%","CR_LI_II_BDW100","Bulk Density (BDactual/BDref)"
22,"1","Wheat",5,7,100,110,"db","%","CR_HI_BDW100","Bulk Density (BDactual/BDref)"
23,"1","Wheat",4,5,100,1,"ec","dS/m","CR_EC100","Electric Conductivity"
24,"1","Wheat",4,5,100,15,"esp","%","CR_ESP100","Exchangeable Sodium Percentage"
25,"1","Wheat",4,6,100,20,"ca","% weight","CR_CA100","Calcium Carbonate Content"
26,"1","Wheat",4,6,100,3,"gy","% weight","CR_GY100","Gypsum Content"
27,"1","Wheat",3,2,100,10,"cecs","cmol/kg","CR_LI_II_CECS100","Cation Exchange Capacity - Soil"
28,"1","Wheat",5,2,100,8,"cecs","cmol/kg","CR_HI_CECS100","Cation Exchange Capacity - Soil"
29,"2","Wetland_Rice",4,1,100,2,"oc","% weight","CR_OC100","Organic Carbon"
30,"2","Wetland_Rice",4,2,100,2,"oc","% weight","CR_OC100","Organic Carbon"
31,"2","Wetland_Rice",3,1,100,6,"ph","-log(H+)","CR_LI_II_LPH100","pH "
32,"2","Wetland_Rice",3,2,100,6,"ph","-log(H+)","CR_LI_II_LPH100","pH "
33,"2","Wetland_Rice",5,2,100,5.5,"ph","-log(H+)","CR_HI_LPH100","pH "
34,"2","Wetland_Rice",3,2,100,7,"ph","-log(H+)","CR_LI_II_HPH100","pH "
35,"2","Wetland_Rice",5,2,100,7,"ph","-log(H+)","CR_HI_HPH100","pH "
36,"2","Wetland_Rice",3,1,100,6.5,"teb","cmol/kg","CR_LI_II_TEB100","Total Exchangeable Basis"
37,"2","Wetland_Rice",5,2,100,4,"teb","cmol/kg","CR_HI_TEB100","Total Exchangeable Basis"
38,"2","Wetland_Rice",3,2,100,24,"cecc","cmol/kg","CR_LI_II_CEC100","Cation Exchange Capacity - Clay"
39,"2","Wetland_Rice",5,2,100,16,"cecc","cmol/kg","CR_HI_CEC100","Cation Exchange Capacity - Clay"
40,"2","Wetland_Rice",3,2,100,80,"bs","%","CR_LI_II_BS100","Base Saturation "
41,"2","Wetland_Rice",5,2,100,50,"bs","%","CR_HI_BS100","Base Saturation "
42,"2","Wetland_Rice",4,3,100,90,"rd","cm","CR_RDa100","Rooting/Soil Depth"
43,"2","Wetland_Rice",5,7,100,90,"rd","cm","CR_RDa100","Rooting/Soil Depth"
44,"2","Wetland_Rice",3,7,100,85,"rd","cm","CR_RDb100","Rooting/Soil Depth"
45,"2","Wetland_Rice",4,3,100,3,"cf","%","CR_CF100","Coarse Fragments"
46,"2","Wetland_Rice",4,7,100,3,"cf","%","CR_CF100","Coarse Fragments"
47,"2","Wetland_Rice",4,7,100,3,"cf","%","CR_CF100","Coarse Fragments"
48,"2","Wetland_Rice",4,3,100,125,"db","%","CR_BDR100","Bulk Density (BDactual/BDref)"
49,"2","Wetland_Rice",3,7,100,500,"db","%","CR_LI_II_BDW100","Bulk Density (BDactual/BDref)"
50,"2","Wetland_Rice",5,7,100,500,"db","%","CR_HI_BDW100","Bulk Density (BDactual/BDref)"
51,"2","Wetland_Rice",4,5,100,1,"ec","dS/m","CR_EC100","Electric Conductivity"
52,"2","Wetland_Rice",4,5,100,10,"esp","%","CR_ESP100","Exchangeable Sodium Percentage"
53,"2","Wetland_Rice",4,6,100,3,"ca","% weight","CR_CA100","Calcium Carbonate Content"
54,"2","Wetland_Rice",4,6,100,1,"gy","% weight","CR_GY100","Gypsum Content"
55,"2","Wetland_Rice",4,3,100,1,"ver"," -","CR_V100","Presence of Vertic properties "
56,"2","Wetland_Rice",3,2,100,8,"cecs","cmol/kg","CR_LI_II_CECS100","Cation Exchange Capacity - Soil"
57,"2","Wetland_Rice",5,2,100,6,"cecs","cmol/kg","CR_HI_CECS100","Cation Exchange Capacity - Soil"
58,"3","Dryland_Rice",4,1,100,2,"oc","% weight","CR_OC100","Organic Carbon"
59,"3","Dryland_Rice",4,2,100,2,"oc","% weight","CR_OC100","Organic Carbon"
60,"3","Dryland_Rice",3,1,100,6,"ph","-log(H+)","CR_LI_II_LPH100","pH "
61,"3","Dryland_Rice",3,2,100,6,"ph","-log(H+)","CR_LI_II_LPH100","pH "
62,"3","Dryland_Rice",5,2,100,5.5,"ph","-log(H+)","CR_HI_LPH100","pH "
63,"3","Dryland_Rice",3,2,100,7,"ph","-log(H+)","CR_LI_II_HPH100","pH "
64,"3","Dryland_Rice",5,2,100,7,"ph","-log(H+)","CR_HI_HPH100","pH "
65,"3","Dryland_Rice",3,1,100,4,"teb","cmol/kg","CR_LI_II_TEB100","Total Exchangeable Basis"
66,"3","Dryland_Rice",5,2,100,2.8,"teb","cmol/kg","CR_HI_TEB100","Total Exchangeable Basis"
67,"3","Dryland_Rice",3,2,100,24,"cecc","cmol/kg","CR_LI_II_CEC100","Cation Exchange Capacity - Clay"
68,"3","Dryland_Rice",5,2,100,16,"cecc","cmol/kg","CR_HI_CEC100","Cation Exchange Capacity - Clay"
69,"3","Dryland_Rice",3,2,100,50,"bs","%","CR_LI_II_BS100","Base Saturation "
70,"3","Dryland_Rice",5,2,100,35,"bs","%","CR_HI_BS100","Base Saturation "
71,"3","Dryland_Rice",4,3,100,100,"rd","cm","CR_RDa100","Rooting/Soil Depth"
72,"3","Dryland_Rice",5,7,100,100,"rd","cm","CR_RDa100","Rooting/Soil Depth"
73,"3","Dryland_Rice",3,7,100,90,"rd","cm","CR_RDb100","Rooting/Soil Depth"
74,"3","Dryland_Rice",4,3,100,15,"cf","%","CR_CF100","Coarse Fragments"
75,"3","Dryland_Rice",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
76,"3","Dryland_Rice",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
77,"3","Dryland_Rice",4,3,100,110,"db","%","CR_BDR100","Bulk Density (BDactual/BDref)"
78,"3","Dryland_Rice",3,7,100,110,"db","%","CR_LI_II_BDW100","Bulk Density (BDactual/BDref)"
79,"3","Dryland_Rice",5,7,100,110,"db","%","CR_HI_BDW100","Bulk Density (BDactual/BDref)"
80,"3","Dryland_Rice",4,5,100,1,"ec","dS/m","CR_EC100","Electric Conductivity"
81,"3","Dryland_Rice",4,5,100,10,"esp","%","CR_ESP100","Exchangeable Sodium Percentage"
82,"3","Dryland_Rice",4,6,100,3,"ca","% weight","CR_CA100","Calcium Carbonate Content"
83,"3","Dryland_Rice",4,6,100,1,"gy","% weight","CR_GY100","Gypsum Content"
84,"3","Dryland_Rice",3,2,100,8,"cecs","cmol/kg","CR_LI_II_CECS100","Cation Exchange Capacity - Soil"
85,"3","Dryland_Rice",5,2,100,6,"cecs","cmol/kg","CR_HI_CECS100","Cation Exchange Capacity - Soil"
86,"4","Maize",4,1,100,1.2,"oc","% weight","CR_OC100","Organic Carbon"
87,"4","Maize",4,2,100,1.2,"oc","% weight","CR_OC100","Organic Carbon"
88,"4","Maize",3,1,100,6.2,"ph","-log(H+)","CR_LI_II_LPH100","pH "
89,"4","Maize",3,2,100,6.2,"ph","-log(H+)","CR_LI_II_LPH100","pH "
90,"4","Maize",5,2,100,5.8,"ph","-log(H+)","CR_HI_LPH100","pH "
91,"4","Maize",3,2,100,7,"ph","-log(H+)","CR_LI_II_HPH100","pH "
92,"4","Maize",5,2,100,7,"ph","-log(H+)","CR_HI_HPH100","pH "
93,"4","Maize",3,1,100,8,"teb","cmol/kg","CR_LI_II_TEB100","Total Exchangeable Basis"
94,"4","Maize",5,2,100,5,"teb","cmol/kg","CR_HI_TEB100","Total Exchangeable Basis"
95,"4","Maize",3,2,100,24,"cecc","cmol/kg","CR_LI_II_CEC100","Cation Exchange Capacity - Clay"
96,"4","Maize",5,2,100,16,"cecc","cmol/kg","CR_HI_CEC100","Cation Exchange Capacity - Clay"
97,"4","Maize",3,2,100,80,"bs","%","CR_LI_II_BS100","Base Saturation "
98,"4","Maize",5,2,100,50,"bs","%","CR_HI_BS100","Base Saturation "
99,"4","Maize",4,3,100,100,"rd","cm","CR_RDa100","Rooting/Soil Depth"
100,"4","Maize",5,7,100,100,"rd","cm","CR_RDa100","Rooting/Soil Depth"
101,"4","Maize",3,7,100,85,"rd","cm","CR_RDb100","Rooting/Soil Depth"
102,"4","Maize",4,3,100,15,"cf","%","CR_CF100","Coarse Fragments"
103,"4","Maize",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
104,"4","Maize",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
105,"4","Maize",4,3,100,110,"db","%","CR_BDR100","Bulk Density (BDactual/BDref)"
106,"4","Maize",3,7,100,110,"db","%","CR_LI_II_BDW100","Bulk Density (BDactual/BDref)"
107,"4","Maize",5,7,100,110,"db","%","CR_HI_BDW100","Bulk Density (BDactual/BDref)"
108,"4","Maize",4,5,100,2,"ec","dS/m","CR_EC100","Electric Conductivity"
109,"4","Maize",4,5,100,8,"esp","%","CR_ESP100","Exchangeable Sodium Percentage"
110,"4","Maize",4,6,100,6,"ca","% weight","CR_CA100","Calcium Carbonate Content"
111,"4","Maize",4,6,100,2,"gy","% weight","CR_GY100","Gypsum Content"
112,"4","Maize",3,2,100,10,"cecs","cmol/kg","CR_LI_II_CECS100","Cation Exchange Capacity - Soil"
113,"4","Maize",5,2,100,8,"cecs","cmol/kg","CR_HI_CECS100","Cation Exchange Capacity - Soil"
114,"5","Barley",4,1,100,1.2,"oc","% weight","CR_OC100","Organic Carbon"
115,"5","Barley",4,2,100,1.2,"oc","% weight","CR_OC100","Organic Carbon"
116,"5","Barley",3,1,100,7,"ph","-log(H+)","CR_LI_II_LPH100","pH "
117,"5","Barley",3,2,100,7,"ph","-log(H+)","CR_LI_II_LPH100","pH "
118,"5","Barley",5,2,100,6.2,"ph","-log(H+)","CR_HI_LPH100","pH "
119,"5","Barley",3,2,100,7.5,"ph","-log(H+)","CR_LI_II_HPH100","pH "
120,"5","Barley",5,2,100,7.5,"ph","-log(H+)","CR_HI_HPH100","pH "
121,"5","Barley",3,1,100,7,"teb","cmol/kg","CR_LI_II_TEB100","Total Exchangeable Basis"
122,"5","Barley",5,2,100,6.2,"teb","cmol/kg","CR_HI_TEB100","Total Exchangeable Basis"
123,"5","Barley",3,2,100,24,"cecc","cmol/kg","CR_LI_II_CEC100","Cation Exchange Capacity - Clay"
124,"5","Barley",5,2,100,16,"cecc","cmol/kg","CR_HI_CEC100","Cation Exchange Capacity - Clay"
125,"5","Barley",3,2,100,80,"bs","%","CR_LI_II_BS100","Base Saturation "
126,"5","Barley",5,2,100,50,"bs","%","CR_HI_BS100","Base Saturation "
127,"5","Barley",4,3,100,90,"rd","cm","CR_RDa100","Rooting/Soil Depth"
128,"5","Barley",5,7,100,90,"rd","cm","CR_RDa100","Rooting/Soil Depth"
129,"5","Barley",3,7,100,70,"rd","cm","CR_RDb100","Rooting/Soil Depth"
130,"5","Barley",4,3,100,15,"cf","%","CR_CF100","Coarse Fragments"
131,"5","Barley",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
132,"5","Barley",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
133,"5","Barley",4,3,100,110,"db","%","CR_BDR100","Bulk Density (BDactual/BDref)"
134,"5","Barley",3,7,100,110,"db","%","CR_LI_II_BDW100","Bulk Density (BDactual/BDref)"
135,"5","Barley",5,7,100,110,"db","%","CR_HI_BDW100","Bulk Density (BDactual/BDref)"
136,"5","Barley",4,5,100,8,"ec","dS/m","CR_EC100","Electric Conductivity"
137,"5","Barley",4,5,100,15,"esp","%","CR_ESP100","Exchangeable Sodium Percentage"
138,"5","Barley",4,6,100,20,"ca","% weight","CR_CA100","Calcium Carbonate Content"
139,"5","Barley",4,6,100,3,"gy","% weight","CR_GY100","Gypsum Content"
140,"5","Barley",3,2,100,9,"cecs","cmol/kg","CR_LI_II_CECS100","Cation Exchange Capacity - Soil"
141,"5","Barley",5,2,100,7,"cecs","cmol/kg","CR_HI_CECS100","Cation Exchange Capacity - Soil"
142,"6","Sorghum",4,1,100,1.2,"oc","% weight","CR_OC100","Organic Carbon"
143,"6","Sorghum",4,2,100,1.2,"oc","% weight","CR_OC100","Organic Carbon"
144,"6","Sorghum",3,1,100,6,"ph","-log(H+)","CR_LI_II_LPH100","pH "
145,"6","Sorghum",3,2,100,6,"ph","-log(H+)","CR_LI_II_LPH100","pH "
146,"6","Sorghum",5,2,100,5.5,"ph","-log(H+)","CR_HI_LPH100","pH "
147,"6","Sorghum",3,2,100,7,"ph","-log(H+)","CR_LI_II_HPH100","pH "
148,"6","Sorghum",5,2,100,7,"ph","-log(H+)","CR_HI_HPH100","pH "
149,"6","Sorghum",3,1,100,5,"teb","cmol/kg","CR_LI_II_TEB100","Total Exchangeable Basis"
150,"6","Sorghum",5,2,100,3.5,"teb","cmol/kg","CR_HI_TEB100","Total Exchangeable Basis"
151,"6","Sorghum",3,2,100,24,"cecc","cmol/kg","CR_LI_II_CEC100","Cation Exchange Capacity - Clay"
152,"6","Sorghum",5,2,100,16,"cecc","cmol/kg","CR_HI_CEC100","Cation Exchange Capacity - Clay"
153,"6","Sorghum",3,2,100,50,"bs","%","CR_LI_II_BS100","Base Saturation "
154,"6","Sorghum",5,2,100,35,"bs","%","CR_HI_BS100","Base Saturation "
155,"6","Sorghum",4,3,100,90,"rd","cm","CR_RDa100","Rooting/Soil Depth"
156,"6","Sorghum",5,7,100,90,"rd","cm","CR_RDa100","Rooting/Soil Depth"
157,"6","Sorghum",3,7,100,70,"rd","cm","CR_RDb100","Rooting/Soil Depth"
158,"6","Sorghum",4,3,100,15,"cf","%","CR_CF100","Coarse Fragments"
159,"6","Sorghum",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
160,"6","Sorghum",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
161,"6","Sorghum",4,3,100,110,"db","%","CR_BDR100","Bulk Density (BDactual/BDref)"
162,"6","Sorghum",3,7,100,110,"db","%","CR_LI_II_BDW100","Bulk Density (BDactual/BDref)"
163,"6","Sorghum",5,7,100,110,"db","%","CR_HI_BDW100","Bulk Density (BDactual/BDref)"
164,"6","Sorghum",4,5,100,4,"ec","dS/m","CR_EC100","Electric Conductivity"
165,"6","Sorghum",4,5,100,10,"esp","%","CR_ESP100","Exchangeable Sodium Percentage"
166,"6","Sorghum",4,6,100,20,"ca","% weight","CR_CA100","Calcium Carbonate Content"
167,"6","Sorghum",4,6,100,3,"gy","% weight","CR_GY100","Gypsum Content"
168,"6","Sorghum",3,2,100,9,"cecs","cmol/kg","CR_LI_II_CECS100","Cation Exchange Capacity - Soil"
169,"6","Sorghum",5,2,100,7,"cecs","cmol/kg","CR_HI_CECS100","Cation Exchange Capacity - Soil"
170,"7","Pearl_Millet",4,1,100,2,"oc","% weight","CR_OC100","Organic Carbon"
171,"7","Pearl_Millet",4,2,100,2,"oc","% weight","CR_OC100","Organic Carbon"
172,"7","Pearl_Millet",3,1,100,6,"ph","-log(H+)","CR_LI_II_LPH100","pH "
173,"7","Pearl_Millet",3,2,100,6,"ph","-log(H+)","CR_LI_II_LPH100","pH "
174,"7","Pearl_Millet",5,2,100,5.6,"ph","-log(H+)","CR_HI_LPH100","pH "
175,"7","Pearl_Millet",3,2,100,7,"ph","-log(H+)","CR_LI_II_HPH100","pH "
176,"7","Pearl_Millet",5,2,100,7,"ph","-log(H+)","CR_HI_HPH100","pH "
177,"7","Pearl_Millet",3,1,100,5,"teb","cmol/kg","CR_LI_II_TEB100","Total Exchangeable Basis"
178,"7","Pearl_Millet",5,2,100,3.5,"teb","cmol/kg","CR_HI_TEB100","Total Exchangeable Basis"
179,"7","Pearl_Millet",3,2,100,16,"cecc","cmol/kg","CR_LI_II_CEC100","Cation Exchange Capacity - Clay"
180,"7","Pearl_Millet",5,2,100,0,"cecc","cmol/kg","CR_HI_CEC100","Cation Exchange Capacity - Clay"
181,"7","Pearl_Millet",3,2,100,50,"bs","%","CR_LI_II_BS100","Base Saturation "
182,"7","Pearl_Millet",5,2,100,35,"bs","%","CR_HI_BS100","Base Saturation "
183,"7","Pearl_Millet",4,3,100,90,"rd","cm","CR_RDa100","Rooting/Soil Depth"
184,"7","Pearl_Millet",5,7,100,90,"rd","cm","CR_RDa100","Rooting/Soil Depth"
185,"7","Pearl_Millet",3,7,100,70,"rd","cm","CR_RDb100","Rooting/Soil Depth"
186,"7","Pearl_Millet",4,3,100,15,"cf","%","CR_CF100","Coarse Fragments"
187,"7","Pearl_Millet",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
188,"7","Pearl_Millet",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
189,"7","Pearl_Millet",4,3,100,110,"db","%","CR_BDR100","Bulk Density (BDactual/BDref)"
190,"7","Pearl_Millet",3,7,100,110,"db","%","CR_LI_II_BDW100","Bulk Density (BDactual/BDref)"
191,"7","Pearl_Millet",5,7,100,110,"db","%","CR_HI_BDW100","Bulk Density (BDactual/BDref)"
192,"7","Pearl_Millet",4,5,100,2,"ec","dS/m","CR_EC100","Electric Conductivity"
193,"7","Pearl_Millet",4,5,100,10,"esp","%","CR_ESP100","Exchangeable Sodium Percentage"
194,"7","Pearl_Millet",4,6,100,10,"ca","% weight","CR_CA100","Calcium Carbonate Content"
195,"7","Pearl_Millet",4,6,100,3,"gy","% weight","CR_GY100","Gypsum Content"
196,"7","Pearl_Millet",3,2,100,8,"cecs","cmol/kg","CR_LI_II_CECS100","Cation Exchange Capacity - Soil"
197,"7","Pearl_Millet",5,2,100,6,"cecs","cmol/kg","CR_HI_CECS100","Cation Exchange Capacity - Soil"
198,"8","Foxtail_Millet",4,1,100,2,"oc","% weight","CR_OC100","Organic Carbon"
199,"8","Foxtail_Millet",4,2,100,2,"oc","% weight","CR_OC100","Organic Carbon"
200,"8","Foxtail_Millet",3,1,100,6.2,"ph","-log(H+)","CR_LI_II_LPH100","pH "
201,"8","Foxtail_Millet",3,2,100,6.2,"ph","-log(H+)","CR_LI_II_LPH100","pH "
202,"8","Foxtail_Millet",5,2,100,5.8,"ph","-log(H+)","CR_HI_LPH100","pH "
203,"8","Foxtail_Millet",3,2,100,7,"ph","-log(H+)","CR_LI_II_HPH100","pH "
204,"8","Foxtail_Millet",5,2,100,7,"ph","-log(H+)","CR_HI_HPH100","pH "
205,"8","Foxtail_Millet",3,1,100,8,"teb","cmol/kg","CR_LI_II_TEB100","Total Exchangeable Basis"
206,"8","Foxtail_Millet",5,2,100,5,"teb","cmol/kg","CR_HI_TEB100","Total Exchangeable Basis"
207,"8","Foxtail_Millet",3,2,100,24,"cecc","cmol/kg","CR_LI_II_CEC100","Cation Exchange Capacity - Clay"
208,"8","Foxtail_Millet",5,2,100,16,"cecc","cmol/kg","CR_HI_CEC100","Cation Exchange Capacity - Clay"
209,"8","Foxtail_Millet",3,2,100,80,"bs","%","CR_LI_II_BS100","Base Saturation "
210,"8","Foxtail_Millet",5,2,100,50,"bs","%","CR_HI_BS100","Base Saturation "
211,"8","Foxtail_Millet",4,3,100,100,"rd","cm","CR_RDa100","Rooting/Soil Depth"
212,"8","Foxtail_Millet",5,7,100,100,"rd","cm","CR_RDa100","Rooting/Soil Depth"
213,"8","Foxtail_Millet",3,7,100,85,"rd","cm","CR_RDb100","Rooting/Soil Depth"
214,"8","Foxtail_Millet",4,3,100,15,"cf","%","CR_CF100","Coarse Fragments"
215,"8","Foxtail_Millet",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
216,"8","Foxtail_Millet",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
217,"8","Foxtail_Millet",4,3,100,110,"db","%","CR_BDR100","Bulk Density (BDactual/BDref)"
218,"8","Foxtail_Millet",3,7,100,110,"db","%","CR_LI_II_BDW100","Bulk Density (BDactual/BDref)"
219,"8","Foxtail_Millet",5,7,100,110,"db","%","CR_HI_BDW100","Bulk Density (BDactual/BDref)"
220,"8","Foxtail_Millet",4,5,100,2,"ec","dS/m","CR_EC100","Electric Conductivity"
221,"8","Foxtail_Millet",4,5,100,8,"esp","%","CR_ESP100","Exchangeable Sodium Percentage"
222,"8","Foxtail_Millet",4,6,100,10,"ca","% weight","CR_CA100","Calcium Carbonate Content"
223,"8","Foxtail_Millet",4,6,100,3,"gy","% weight","CR_GY100","Gypsum Content"
224,"8","Foxtail_Millet",3,2,100,10,"cecs","cmol/kg","CR_LI_II_CECS100","Cation Exchange Capacity - Soil"
225,"8","Foxtail_Millet",5,2,100,8,"cecs","cmol/kg","CR_HI_CECS100","Cation Exchange Capacity - Soil"
226,"9","Rye",4,1,100,1.2,"oc","% weight","CR_OC100","Organic Carbon"
227,"9","Rye",4,2,100,1.2,"oc","% weight","CR_OC100","Organic Carbon"
228,"9","Rye",3,1,100,6.5,"ph","-log(H+)","CR_LI_II_LPH100","pH "
229,"9","Rye",3,2,100,6.5,"ph","-log(H+)","CR_LI_II_LPH100","pH "
230,"9","Rye",5,2,100,6,"ph","-log(H+)","CR_HI_LPH100","pH "
231,"9","Rye",3,2,100,7.5,"ph","-log(H+)","CR_LI_II_HPH100","pH "
232,"9","Rye",5,2,100,7.5,"ph","-log(H+)","CR_HI_HPH100","pH "
233,"9","Rye",3,1,100,7,"teb","cmol/kg","CR_LI_II_TEB100","Total Exchangeable Basis"
234,"9","Rye",5,2,100,6.2,"teb","cmol/kg","CR_HI_TEB100","Total Exchangeable Basis"
235,"9","Rye",3,2,100,24,"cecc","cmol/kg","CR_LI_II_CEC100","Cation Exchange Capacity - Clay"
236,"9","Rye",5,2,100,16,"cecc","cmol/kg","CR_HI_CEC100","Cation Exchange Capacity - Clay"
237,"9","Rye",3,2,100,80,"bs","%","CR_LI_II_BS100","Base Saturation "
238,"9","Rye",5,2,100,50,"bs","%","CR_HI_BS100","Base Saturation "
239,"9","Rye",4,3,100,100,"rd","cm","CR_RDa100","Rooting/Soil Depth"
240,"9","Rye",5,7,100,100,"rd","cm","CR_RDa100","Rooting/Soil Depth"
241,"9","Rye",3,7,100,85,"rd","cm","CR_RDb100","Rooting/Soil Depth"
242,"9","Rye",4,3,100,15,"cf","%","CR_CF100","Coarse Fragments"
243,"9","Rye",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
244,"9","Rye",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
245,"9","Rye",4,3,100,110,"db","%","CR_BDR100","Bulk Density (BDactual/BDref)"
246,"9","Rye",3,7,100,110,"db","%","CR_LI_II_BDW100","Bulk Density (BDactual/BDref)"
247,"9","Rye",5,7,100,110,"db","%","CR_HI_BDW100","Bulk Density (BDactual/BDref)"
248,"9","Rye",4,5,100,1,"ec","dS/m","CR_EC100","Electric Conductivity"
249,"9","Rye",4,5,100,15,"esp","%","CR_ESP100","Exchangeable Sodium Percentage"
250,"9","Rye",4,6,100,20,"ca","% weight","CR_CA100","Calcium Carbonate Content"
251,"9","Rye",4,6,100,3,"gy","% weight","CR_GY100","Gypsum Content"
252,"9","Rye",3,2,100,9,"cecs","cmol/kg","CR_LI_II_CECS100","Cation Exchange Capacity - Soil"
253,"9","Rye",5,2,100,7,"cecs","cmol/kg","CR_HI_CECS100","Cation Exchange Capacity - Soil"
254,"10","Oat",4,1,100,1.2,"oc","% weight","CR_OC100","Organic Carbon"
255,"10","Oat",4,2,100,1.2,"oc","% weight","CR_OC100","Organic Carbon"
256,"10","Oat",3,1,100,6.5,"ph","-log(H+)","CR_LI_II_LPH100","pH "
257,"10","Oat",3,2,100,6.5,"ph","-log(H+)","CR_LI_II_LPH100","pH "
258,"10","Oat",5,2,100,6,"ph","-log(H+)","CR_HI_LPH100","pH "
259,"10","Oat",3,2,100,7.5,"ph","-log(H+)","CR_LI_II_HPH100","pH "
260,"10","Oat",5,2,100,7.5,"ph","-log(H+)","CR_HI_HPH100","pH "
261,"10","Oat",3,1,100,7,"teb","cmol/kg","CR_LI_II_TEB100","Total Exchangeable Basis"
262,"10","Oat",5,2,100,6.2,"teb","cmol/kg","CR_HI_TEB100","Total Exchangeable Basis"
263,"10","Oat",3,2,100,24,"cecc","cmol/kg","CR_LI_II_CEC100","Cation Exchange Capacity - Clay"
264,"10","Oat",5,2,100,16,"cecc","cmol/kg","CR_HI_CEC100","Cation Exchange Capacity - Clay"
265,"10","Oat",3,2,100,80,"bs","%","CR_LI_II_BS100","Base Saturation "
266,"10","Oat",5,2,100,50,"bs","%","CR_HI_BS100","Base Saturation "
267,"10","Oat",4,3,100,100,"rd","cm","CR_RDa100","Rooting/Soil Depth"
268,"10","Oat",5,7,100,100,"rd","cm","CR_RDa100","Rooting/Soil Depth"
269,"10","Oat",3,7,100,85,"rd","cm","CR_RDb100","Rooting/Soil Depth"
270,"10","Oat",4,3,100,15,"cf","%","CR_CF100","Coarse Fragments"
271,"10","Oat",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
272,"10","Oat",4,7,100,15,"cf","%","CR_CF100","Coarse Fragments"
273,"10","Oat",4,3,100,110,"db","%","CR_BDR100","Bulk Density (BDactual/BDref)"
274,"10","Oat",3,7,100,110,"db","%","CR_LI_II_BDW100","Bulk Density (BDactual/BDref)"
275,"10","Oat",5,7,100,110,"db","%","CR_HI_BDW100","Bulk Density (BDactual/BDref)"
276,"10","Oat",4,5,100,1,"ec","dS/m","CR_EC100","Electric Conductivity"
277,"10","Oat",4,5,100,15,"esp","%","CR_ESP100","Exchangeable Sodium Percentage"
278,"10","Oat",4,6,100,20,"ca","% weight","CR_CA100","Calcium Carbonate Content"
279,"10","Oat",4,6,100,3,"gy","% weight","CR_GY100","Gypsum Content"
280,"10","Oat",3,2,100,9,"cecs","cmol/kg","CR_LI_II_CECS100","Cation Exchange Capacity - Soil"
281,"10","Oat",5,2,100,7,"cecs","cmol/kg","CR_HI_CECS100","Cation Exchange Capacity - Soil"
282,"11","Buckwheat",4,1,100,1.2,"oc","% weight","CR_OC100","Organic Carbon"
